iter, error
1, 2.50000000e+01
2, 1.25000000e+01
3, 7.81250000e+00
4, 6.25000000e+00
5, 4.68750000e+00
6, 4.02832031e+00
7, 3.49121094e+00
8, 3.05480957e+00
9, 2.69775391e+00
10, 2.40268707e+00
11, 2.15625763e+00
12, 1.94833279e+00
13, 1.82656199e+00
14, 1.71423331e+00
15, 1.61106186e+00
16, 1.51648535e+00
17, 1.42982905e+00
18, 1.35039410e+00
19, 1.27750351e+00
20, 1.21052443e+00
21, 1.14887735e+00
22, 1.09203815e+00
23, 1.03953632e+00
24, 9.90951288e-01
25, 9.56780554e-01
26, 9.24163035e-01
27, 8.93055163e-01
28, 8.63402941e-01
29, 8.35146118e-01
30, 8.08221158e-01
31, 7.82563343e-01
32, 7.58108239e-01
33, 7.34792701e-01
34, 7.12555554e-01
35, 6.91338019e-01
36, 6.71083975e-01
37, 6.51740091e-01
38, 6.33255866e-01
39, 6.15583609e-01
40, 5.98678377e-01
41, 5.85663630e-01
42, 5.73034310e-01
43, 5.60781931e-01
44, 5.48897228e-01
45, 5.37370384e-01
46, 5.26191230e-01
47, 5.15349373e-01
48, 5.04834348e-01
49, 4.94635665e-01
50, 4.84742955e-01
51, 4.75145932e-01
52, 4.65834567e-01
53, 4.56798957e-01
54, 4.48029563e-01
55, 4.39516960e-01
56, 4.31252191e-01
57, 4.23226342e-01
58, 4.15431090e-01
59, 4.07858035e-01
60, 4.00499509e-01
61, 3.94521871e-01
62, 3.88668124e-01
63, 3.82936483e-01
64, 3.77324275e-01
65, 3.71829769e-01
66, 3.66450011e-01
67, 3.61183363e-01
68, 3.56026613e-01
69, 3.50978316e-01
70, 3.46035006e-01
71, 3.41195512e-01
72, 3.36456104e-01
73, 3.31815965e-01
74, 3.27271076e-01
75, 3.22821040e-01
76, 3.18461520e-01
77, 3.14192603e-01
78, 3.10009589e-01
79, 3.05913119e-01
80, 3.01898083e-01
81, 2.97965729e-01
82, 2.94110489e-01
83, 2.90334280e-01
84, 2.86632205e-01
85, 2.83514797e-01
86, 2.80447573e-01
87, 2.77424674e-01
88, 2.74451045e-01
89, 2.71520030e-01
90, 2.68637351e-01
91, 2.65795509e-01
92, 2.63001071e-01
93, 2.60245646e-01
94, 2.57536709e-01
95, 2.54864930e-01
96, 2.52238749e-01
97, 2.49647852e-01
98, 2.47101700e-01
99, 2.44588950e-01
100, 2.42120133e-01
101, 2.39682836e-01
102, 2.37288708e-01
103, 2.34924225e-01
104, 2.32602195e-01
105, 2.30307949e-01
106, 2.28055491e-01
107, 2.25828972e-01
108, 2.23643628e-01
109, 2.21482400e-01
110, 2.19361786e-01
111, 2.17263490e-01
112, 2.15205296e-01
113, 2.13424168e-01
114, 2.11658803e-01
115, 2.09924483e-01
116, 2.08199775e-01
117, 2.06506352e-01
118, 2.04821382e-01
119, 2.03167936e-01
120, 2.01521771e-01
121, 1.99907371e-01
122, 1.98299071e-01
123, 1.96722781e-01
124, 1.95151407e-01
125, 1.93612290e-01
126, 1.92076904e-01
127, 1.90574028e-01
128, 1.89073700e-01
129, 1.87606139e-01
130, 1.86139951e-01
131, 1.84706789e-01
132, 1.83273833e-01
133, 1.81874168e-01
134, 1.80473553e-01
135, 1.79106497e-01
136, 1.77737348e-01
137, 1.76402026e-01
138, 1.75063486e-01
139, 1.73759044e-01
140, 1.72450274e-01
141, 1.71175876e-01
142, 1.69896057e-01
143, 1.68650882e-01
144, 1.67408744e-01
145, 1.66305570e-01
146, 1.65234034e-01
147, 1.64150536e-01
148, 1.63099198e-01
149, 1.62035029e-01
150, 1.61003529e-01
151, 1.59958340e-01
152, 1.58946314e-01
153, 1.57919753e-01
154, 1.56926836e-01
155, 1.55918547e-01
156, 1.54944372e-01
157, 1.53954004e-01
158, 1.52998202e-01
159, 1.52025402e-01
160, 1.51087609e-01
161, 1.50132027e-01
162, 1.49211878e-01
163, 1.48273166e-01
164, 1.47370301e-01
165, 1.46448116e-01
166, 1.45562176e-01
167, 1.44656177e-01
168, 1.43786809e-01
169, 1.42896660e-01
170, 1.42043514e-01
171, 1.41168885e-01
172, 1.40331616e-01
173, 1.39472181e-01
174, 1.38650451e-01
175, 1.37805890e-01
176, 1.36999362e-01
177, 1.36169360e-01
178, 1.35377708e-01
179, 1.34561956e-01
180, 1.33784856e-01
181, 1.33073546e-01
182, 1.32353948e-01
183, 1.31672275e-01
184, 1.30962856e-01
185, 1.30291751e-01
186, 1.29592369e-01
187, 1.28931672e-01
188, 1.28242184e-01
189, 1.27591735e-01
190, 1.26911997e-01
191, 1.26271636e-01
192, 1.25601505e-01
193, 1.24971071e-01
194, 1.24310401e-01
195, 1.23689734e-01
196, 1.23038382e-01
197, 1.22427321e-01
198, 1.21785143e-01
199, 1.21183530e-01
200, 1.20550384e-01
201, 1.19958059e-01
202, 1.19333802e-01
203, 1.18750609e-01
204, 1.18135100e-01
205, 1.17560883e-01
206, 1.16953983e-01
207, 1.16388586e-01
208, 1.15790156e-01
209, 1.15233428e-01
210, 1.14643330e-01
211, 1.14095119e-01
212, 1.13513218e-01
213, 1.12973375e-01
214, 1.12399536e-01
215, 1.11867913e-01
216, 1.11302005e-01
217, 1.10778457e-01
218, 1.10220348e-01
219, 1.09704731e-01
220, 1.09168032e-01
221, 1.08667804e-01
222, 1.08210063e-01
223, 1.07715609e-01
224, 1.07263813e-01
225, 1.06775071e-01
226, 1.06329144e-01
227, 1.05846051e-01
228, 1.05405917e-01
229, 1.04928410e-01
230, 1.04493992e-01
231, 1.04022006e-01
232, 1.03593229e-01
233, 1.03126699e-01
234, 1.02703486e-01
235, 1.02242350e-01
236, 1.01824624e-01
237, 1.01368816e-01
238, 1.00956502e-01
239, 1.00505958e-01
240, 1.00098981e-01
241, 9.96536366e-02
242, 9.92519195e-02
243, 9.88117113e-02
244, 9.84151800e-02
245, 9.79800438e-02
246, 9.75886240e-02
247, 9.71584961e-02
248, 9.67721142e-02
249, 9.63469314e-02
250, 9.59655142e-02
251, 9.55452135e-02
252, 9.51686885e-02
253, 9.47532074e-02
254, 9.43815028e-02
255, 9.39707793e-02
256, 9.36038241e-02
257, 9.31977965e-02
258, 9.28355203e-02
259, 9.24341276e-02
260, 9.20764609e-02
261, 9.16796424e-02
262, 9.13265165e-02
263, 9.09342124e-02
264, 9.05855593e-02
265, 9.02387485e-02
266, 8.98817820e-02
267, 8.95687592e-02
268, 8.92152624e-02
269, 8.89056926e-02
270, 8.85556351e-02
271, 8.82494797e-02
272, 8.79028305e-02
273, 8.76000507e-02
274, 8.72567787e-02
275, 8.69573358e-02
276, 8.66174097e-02
277, 8.63212651e-02
278, 8.59846534e-02
279, 8.56917684e-02
280, 8.53584396e-02
281, 8.50687756e-02
282, 8.47386979e-02
283, 8.44522168e-02
284, 8.41253585e-02
285, 8.38420219e-02
286, 8.35183512e-02
287, 8.32381211e-02
288, 8.29176063e-02
289, 8.26404450e-02
290, 8.23230543e-02
291, 8.20489241e-02
292, 8.17346257e-02
293, 8.14634894e-02
294, 8.11522518e-02
295, 8.08840723e-02
296, 8.05758638e-02
297, 8.03106043e-02
298, 8.00053935e-02
299, 7.97430175e-02
300, 7.94407732e-02
301, 7.91812445e-02
302, 7.88819353e-02
303, 7.86252181e-02
304, 7.83288131e-02
305, 7.80748717e-02
306, 7.77813401e-02
307, 7.75301394e-02
308, 7.72394503e-02
309, 7.69909555e-02
310, 7.67030785e-02
311, 7.64572550e-02
312, 7.61793840e-02
313, 7.59289734e-02
314, 7.56922186e-02
315, 7.54296349e-02
316, 7.52093817e-02
317, 7.49490067e-02
318, 7.47308363e-02
319, 7.44726534e-02
320, 7.42565451e-02
321, 7.40005375e-02
322, 7.37864708e-02
323, 7.35326218e-02
324, 7.33205761e-02
325, 7.30688687e-02
326, 7.28588236e-02
327, 7.26092408e-02
328, 7.24011758e-02
329, 7.21537004e-02
330, 7.19475952e-02
331, 7.17022100e-02
332, 7.14980443e-02
333, 7.12547322e-02
334, 7.10524858e-02
335, 7.08112296e-02
336, 7.06108823e-02
337, 7.03716646e-02
338, 7.01731966e-02
339, 6.99360002e-02
340, 6.97393914e-02
341, 6.95041990e-02
342, 6.93094297e-02
343, 6.90762241e-02
344, 6.88832747e-02
345, 6.86520386e-02
346, 6.84608895e-02
347, 6.82316057e-02
348, 6.80422375e-02
349, 6.78148889e-02
350, 6.76272823e-02
351, 6.74018517e-02
352, 6.72159877e-02
353, 6.69924581e-02
354, 6.68083176e-02
355, 6.65866719e-02
356, 6.64042362e-02
357, 6.61844574e-02
358, 6.60037078e-02
359, 6.57857791e-02
360, 6.56066971e-02
361, 6.53906016e-02
362, 6.52131689e-02
363, 6.49988899e-02
364, 6.48230883e-02
365, 6.46255031e-02
366, 6.44364206e-02
367, 6.42662076e-02
368, 6.40685626e-02
369, 6.39096993e-02
370, 6.37135236e-02
371, 6.35559573e-02
372, 6.33612409e-02
373, 6.32049603e-02
374, 6.30116935e-02
375, 6.28566871e-02
376, 6.26648599e-02
377, 6.25111166e-02
378, 6.23207191e-02
379, 6.21682276e-02
380, 6.19792496e-02
381, 6.18279987e-02
382, 6.16404303e-02
383, 6.14904088e-02
384, 6.13042398e-02
385, 6.11554366e-02
386, 6.09706570e-02
387, 6.08230610e-02
388, 6.06396606e-02
389, 6.04932608e-02
390, 6.03112295e-02
391, 6.01660149e-02
392, 5.99853426e-02
393, 5.98413021e-02
394, 5.96619787e-02
395, 5.95191016e-02
396, 5.93411168e-02
397, 5.91993922e-02
398, 5.90227360e-02
399, 5.88821532e-02
400, 5.87068155e-02
401, 5.85673638e-02
402, 5.83933344e-02
403, 5.82550031e-02
404, 5.80822720e-02
405, 5.79450506e-02
406, 5.77736077e-02
407, 5.76374857e-02
408, 5.74673209e-02
409, 5.73322880e-02
410, 5.71633913e-02
411, 5.70294370e-02
412, 5.68617985e-02
413, 5.67289126e-02
414, 5.65625223e-02
415, 5.64306946e-02
416, 5.62655426e-02
417, 5.61347629e-02
418, 5.59708393e-02
419, 5.58410977e-02
420, 5.56783927e-02
421, 5.55496791e-02
422, 5.54023800e-02
423, 5.52604876e-02
424, 5.51319594e-02
425, 5.49805098e-02
426, 5.48633920e-02
427, 5.47129524e-02
428, 5.45966652e-02
429, 5.44472295e-02
430, 5.43317664e-02
431, 5.41833283e-02
432, 5.40686829e-02
433, 5.39212363e-02
434, 5.38074022e-02
435, 5.36609408e-02
436, 5.35479116e-02
437, 5.34024291e-02
438, 5.32901986e-02
439, 5.31456887e-02
440, 5.30342504e-02
441, 5.28907069e-02
442, 5.27800546e-02
443, 5.26374711e-02
444, 5.25275984e-02
445, 5.23859687e-02
446, 5.22768695e-02
447, 5.21361871e-02
448, 5.20278551e-02
449, 5.18881139e-02
450, 5.17805429e-02
451, 5.16417365e-02
452, 5.15349202e-02
453, 5.13970424e-02
454, 5.12909748e-02
455, 5.11540191e-02
456, 5.10486941e-02
457, 5.09126544e-02
458, 5.08080658e-02
459, 5.06729357e-02
460, 5.05690776e-02
461, 5.04348509e-02
462, 5.03317171e-02
463, 5.01983875e-02
464, 5.00959722e-02
465, 4.99635335e-02
466, 4.98618307e-02
467, 4.97302766e-02
468, 4.96292803e-02
469, 4.94986046e-02
470, 4.93983091e-02
471, 4.92685056e-02
472, 4.91689050e-02
473, 4.90399676e-02
474, 4.89410560e-02
475, 4.88129785e-02
476, 4.87147502e-02
477, 4.85875264e-02
478, 4.84899758e-02
479, 4.83635996e-02
480, 4.82667209e-02
481, 4.81411863e-02
482, 4.80449738e-02
483, 4.79301807e-02
484, 4.78247230e-02
485, 4.77231341e-02
486, 4.76059566e-02
487, 4.75173524e-02
488, 4.74003248e-02
489, 4.73128280e-02
490, 4.71965082e-02
491, 4.71095530e-02
492, 4.69939370e-02
493, 4.69075196e-02
494, 4.67926034e-02
495, 4.67067200e-02
496, 4.65924994e-02
497, 4.65071464e-02
498, 4.63936174e-02
499, 4.63087911e-02
500, 4.61959495e-02
501, 4.61116462e-02
502, 4.59994879e-02
503, 4.59157039e-02
504, 4.58042249e-02
505, 4.57209566e-02
506, 4.56101527e-02
507, 4.55273965e-02
508, 4.54172636e-02
509, 4.53350157e-02
510, 4.52255498e-02
511, 4.51438068e-02
512, 4.50350037e-02
513, 4.49537618e-02
514, 4.48456175e-02
515, 4.47648732e-02
516, 4.46573836e-02
517, 4.45771333e-02
518, 4.44702943e-02
519, 4.43905345e-02
520, 4.42843420e-02
521, 4.42050691e-02
522, 4.40995191e-02
523, 4.40207296e-02
524, 4.39158181e-02
525, 4.38375085e-02
526, 4.37332313e-02
527, 4.36553981e-02
528, 4.35517513e-02
529, 4.34743911e-02
530, 4.33713706e-02
531, 4.32944799e-02
532, 4.31920817e-02
533, 4.31156570e-02
534, 4.30138772e-02
535, 4.29379152e-02
536, 4.28367497e-02
537, 4.27612470e-02
538, 4.26606919e-02
539, 4.25856450e-02
540, 4.24856963e-02
541, 4.24111020e-02
542, 4.23117558e-02
543, 4.22376107e-02
544, 4.21388630e-02
545, 4.20651638e-02
546, 4.19670107e-02
547, 4.18937541e-02
548, 4.18005892e-02
549, 4.17233745e-02
550, 4.16397061e-02
551, 4.15540178e-02
552, 4.14797058e-02
553, 4.13875686e-02
554, 4.13205834e-02
555, 4.12289551e-02
556, 4.11623339e-02
557, 4.10712117e-02
558, 4.10049522e-02
559, 4.09143335e-02
560, 4.08484335e-02
561, 4.07583155e-02
562, 4.06927727e-02
563, 4.06031526e-02
564, 4.05379649e-02
565, 4.04488400e-02
566, 4.03840051e-02
567, 4.02953727e-02
568, 4.02308885e-02
569, 4.01427457e-02
570, 4.00786100e-02
571, 3.99909542e-02
572, 3.99271648e-02
573, 3.98399931e-02
574, 3.97765479e-02
575, 3.96898577e-02
576, 3.96267544e-02
577, 3.95405429e-02
578, 3.94777795e-02
579, 3.93920439e-02
580, 3.93296182e-02
581, 3.92443559e-02
582, 3.91822657e-02
583, 3.90974740e-02
584, 3.90357172e-02
585, 3.89513933e-02
586, 3.88899678e-02
587, 3.88061089e-02
588, 3.87450126e-02
589, 3.86616162e-02
590, 3.86008470e-02
591, 3.85179103e-02
592, 3.84574660e-02
593, 3.83749864e-02
594, 3.83148650e-02
595, 3.82328397e-02
596, 3.81730391e-02
597, 3.80914655e-02
598, 3.80319837e-02
599, 3.79508591e-02
600, 3.78916940e-02
601, 3.78110157e-02
602, 3.77521653e-02
603, 3.76719307e-02
604, 3.76133929e-02
605, 3.75335994e-02
606, 3.74753722e-02
607, 3.73960172e-02
608, 3.73380985e-02
609, 3.72591793e-02
610, 3.72015673e-02
611, 3.71230813e-02
612, 3.70657738e-02
613, 3.69877184e-02
614, 3.69307136e-02
615, 3.68530862e-02
616, 3.67963820e-02
617, 3.67191801e-02
618, 3.66627745e-02
619, 3.65913719e-02
620, 3.65298866e-02
621, 3.64653570e-02
622, 3.63977138e-02
623, 3.63399668e-02
624, 3.62670358e-02
625, 3.62151979e-02
626, 3.61426368e-02
627, 3.60910471e-02
628, 3.60188540e-02
629, 3.59675112e-02
630, 3.58956841e-02
631, 3.58445869e-02
632, 3.57731240e-02
633, 3.57222710e-02
634, 3.56511704e-02
635, 3.56005602e-02
636, 3.55298200e-02
637, 3.54794513e-02
638, 3.54090697e-02
639, 3.53589412e-02
640, 3.52889162e-02
641, 3.52390265e-02
642, 3.51693563e-02
643, 3.51197042e-02
644, 3.50503868e-02
645, 3.50009709e-02
646, 3.49320046e-02
647, 3.48828236e-02
648, 3.48142064e-02
649, 3.47652590e-02
650, 3.46969890e-02
651, 3.46482739e-02
652, 3.45803494e-02
653, 3.45318653e-02
654, 3.44642843e-02
655, 3.44160298e-02
656, 3.43487907e-02
657, 3.43007645e-02
658, 3.42338652e-02
659, 3.41860662e-02
660, 3.41195050e-02
661, 3.40719317e-02
662, 3.40057067e-02
663, 3.39583579e-02
664, 3.38924673e-02
665, 3.38453418e-02
666, 3.37797838e-02
667, 3.37328802e-02
668, 3.36676529e-02
669, 3.36209701e-02
670, 3.35560718e-02
671, 3.35096083e-02
672, 3.34450372e-02
673, 3.33987919e-02
674, 3.33345461e-02
675, 3.32885178e-02
676, 3.32245956e-02
677, 3.31787829e-02
678, 3.31151825e-02
679, 3.30695843e-02
680, 3.30063038e-02
681, 3.29609188e-02
682, 3.28979566e-02
683, 3.28527836e-02
684, 3.27901379e-02
685, 3.27451756e-02
686, 3.26828446e-02
687, 3.26380919e-02
688, 3.25760739e-02
689, 3.25315295e-02
690, 3.24698227e-02
691, 3.24254855e-02
692, 3.23640882e-02
693, 3.23199568e-02
694, 3.22623373e-02
695, 3.22149407e-02
696, 3.21623967e-02
697, 3.21104341e-02
698, 3.20629058e-02
699, 3.20064343e-02
700, 3.19638623e-02
701, 3.19058192e-02
702, 3.18652641e-02
703, 3.18074922e-02
704, 3.17671090e-02
705, 3.17096071e-02
706, 3.16693949e-02
707, 3.16121616e-02
708, 3.15721196e-02
709, 3.15151536e-02
710, 3.14752810e-02
711, 3.14185809e-02
712, 3.13788769e-02
713, 3.13224415e-02
714, 3.12829052e-02
715, 3.12267332e-02
716, 3.11873638e-02
717, 3.11314538e-02
718, 3.10922505e-02
719, 3.10366013e-02
720, 3.09975632e-02
721, 3.09421735e-02
722, 3.09032998e-02
723, 3.08481682e-02
724, 3.08094582e-02
725, 3.07545835e-02
726, 3.07160362e-02
727, 3.06614172e-02
728, 3.06230319e-02
729, 3.05686671e-02
730, 3.05304430e-02
731, 3.04763312e-02
732, 3.04382675e-02
733, 3.03844075e-02
734, 3.03465033e-02
735, 3.02928938e-02
736, 3.02551483e-02
737, 3.02017881e-02
738, 3.01642005e-02
739, 3.01110883e-02
740, 3.00736579e-02
741, 3.00207923e-02
742, 2.99835183e-02
743, 2.99308981e-02
744, 2.98937797e-02
745, 2.98414037e-02
746, 2.98044400e-02
747, 2.97523071e-02
748, 2.97154973e-02
749, 2.96636061e-02
750, 2.96269496e-02
751, 2.95752988e-02
752, 2.95387947e-02
753, 2.94873832e-02
754, 2.94510307e-02
755, 2.93998572e-02
756, 2.93636556e-02
757, 2.93127189e-02
758, 2.92766674e-02
759, 2.92259663e-02
760, 2.91900641e-02
761, 2.91395973e-02
762, 2.91038437e-02
763, 2.90536101e-02
764, 2.90180042e-02
765, 2.89680026e-02
766, 2.89325438e-02
767, 2.88827729e-02
768, 2.88474604e-02
769, 2.87979191e-02
770, 2.87627520e-02
771, 2.87134391e-02
772, 2.86784169e-02
773, 2.86297063e-02
774, 2.85944529e-02
775, 2.85495578e-02
776, 2.85108582e-02
777, 2.84697380e-02
778, 2.84276309e-02
779, 2.83902453e-02
780, 2.83447691e-02
781, 2.83110783e-02
782, 2.82644261e-02
783, 2.82322357e-02
784, 2.81857849e-02
785, 2.81537158e-02
786, 2.81074655e-02
787, 2.80755172e-02
788, 2.80294666e-02
789, 2.79976385e-02
790, 2.79517866e-02
791, 2.79200782e-02
792, 2.78744242e-02
793, 2.78428350e-02
794, 2.77973777e-02
795, 2.77659072e-02
796, 2.77206460e-02
797, 2.76892936e-02
798, 2.76442274e-02
799, 2.76129926e-02
800, 2.75681205e-02
801, 2.75370029e-02
802, 2.74923240e-02
803, 2.74613230e-02
804, 2.74168364e-02
805, 2.73859514e-02
806, 2.73416562e-02
807, 2.73108868e-02
808, 2.72667821e-02
809, 2.72361278e-02
810, 2.71922127e-02
811, 2.71616728e-02
812, 2.71179465e-02
813, 2.70875206e-02
814, 2.70439821e-02
815, 2.70136698e-02
816, 2.69703182e-02
817, 2.69401188e-02
818, 2.68969533e-02
819, 2.68668664e-02
820, 2.68238860e-02
821, 2.67939111e-02
822, 2.67511150e-02
823, 2.67212515e-02
824, 2.66786389e-02
825, 2.66488864e-02
826, 2.66064563e-02
827, 2.65768142e-02
828, 2.65345658e-02
829, 2.65050336e-02
830, 2.64629661e-02
831, 2.64335434e-02
832, 2.63916557e-02
833, 2.63623420e-02
834, 2.63206334e-02
835, 2.62914281e-02
836, 2.62498978e-02
837, 2.62208004e-02
838, 2.61794475e-02
839, 2.61504576e-02
840, 2.61092812e-02
841, 2.60803983e-02
842, 2.60393975e-02
843, 2.60106211e-02
844, 2.59697952e-02
845, 2.59411248e-02
846, 2.59004729e-02
847, 2.58719080e-02
848, 2.58314292e-02
849, 2.58029693e-02
850, 2.57626629e-02
851, 2.57343075e-02
852, 2.56941726e-02
853, 2.56659213e-02
854, 2.56259570e-02
855, 2.55978093e-02
856, 2.55580149e-02
857, 2.55299703e-02
858, 2.54903449e-02
859, 2.54624029e-02
860, 2.54253843e-02
861, 2.53951059e-02
862, 2.53609454e-02
863, 2.53280779e-02
864, 2.52967480e-02
865, 2.52613178e-02
866, 2.52327911e-02
867, 2.51949555e-02
868, 2.51690738e-02
869, 2.51313895e-02
870, 2.51055949e-02
871, 2.50680614e-02
872, 2.50423536e-02
873, 2.50049702e-02
874, 2.49793488e-02
875, 2.49421148e-02
876, 2.49165795e-02
877, 2.48794943e-02
878, 2.48540448e-02
879, 2.48171077e-02
880, 2.47917435e-02
881, 2.47549539e-02
882, 2.47296749e-02
883, 2.46930321e-02
884, 2.46678377e-02
885, 2.46313411e-02
886, 2.46062312e-02
887, 2.45698802e-02
888, 2.45448543e-02
889, 2.45086481e-02
890, 2.44837060e-02
891, 2.44476441e-02
892, 2.44227853e-02
893, 2.43868671e-02
894, 2.43620914e-02
895, 2.43263161e-02
896, 2.43016231e-02
897, 2.42659902e-02
898, 2.42413796e-02
899, 2.42058884e-02
900, 2.41813599e-02
901, 2.41460098e-02
902, 2.41215630e-02
903, 2.40863534e-02
904, 2.40619880e-02
905, 2.40269183e-02
906, 2.40026339e-02
907, 2.39677034e-02
908, 2.39434998e-02
909, 2.39087079e-02
910, 2.38845847e-02
911, 2.38499308e-02
912, 2.38258877e-02
913, 2.37913711e-02
914, 2.37674078e-02
915, 2.37330280e-02
916, 2.37091441e-02
917, 2.36749005e-02
918, 2.36510957e-02
919, 2.36169876e-02
920, 2.35932616e-02
921, 2.35592884e-02
922, 2.35356409e-02
923, 2.35018021e-02
924, 2.34782327e-02
925, 2.34445276e-02
926, 2.34210361e-02
927, 2.33874641e-02
928, 2.33640501e-02
929, 2.33306107e-02
930, 2.33072738e-02
931, 2.32739663e-02
932, 2.32507063e-02
933, 2.32175302e-02
934, 2.31943468e-02
935, 2.31613014e-02
936, 2.31381942e-02
937, 2.31052791e-02
938, 2.30822478e-02
939, 2.30494622e-02
940, 2.30265065e-02
941, 2.29938499e-02
942, 2.29709696e-02
943, 2.29384414e-02
944, 2.29156361e-02
945, 2.28832357e-02
946, 2.28605051e-02
947, 2.28282320e-02
948, 2.28055757e-02
949, 2.27734773e-02
950, 2.27508471e-02
951, 2.27209473e-02
952, 2.26963183e-02
953, 2.26685980e-02
954, 2.26419886e-02
955, 2.26164285e-02
956, 2.25878570e-02
957, 2.25644384e-02
958, 2.25339227e-02
959, 2.25126267e-02
960, 2.24819153e-02
961, 2.24609928e-02
962, 2.24303955e-02
963, 2.24095361e-02
964, 2.23790524e-02
965, 2.23582559e-02
966, 2.23278853e-02
967, 2.23071514e-02
968, 2.22768934e-02
969, 2.22562219e-02
970, 2.22260761e-02
971, 2.22054669e-02
972, 2.21754328e-02
973, 2.21548855e-02
974, 2.21249626e-02
975, 2.21044771e-02
976, 2.20746650e-02
977, 2.20542411e-02
978, 2.20245393e-02
979, 2.20041767e-02
980, 2.19745848e-02
981, 2.19542833e-02
982, 2.19248008e-02
983, 2.19045601e-02
984, 2.18751866e-02
985, 2.18550066e-02
986, 2.18257416e-02
987, 2.18056221e-02
988, 2.17764652e-02
989, 2.17564058e-02
990, 2.17273565e-02
991, 2.17073571e-02
992, 2.16784150e-02
993, 2.16584754e-02
994, 2.16296400e-02
995, 2.16097600e-02
996, 2.15810308e-02
997, 2.15612102e-02
998, 2.15325868e-02
999, 2.15128253e-02
1000, 2.14843074e-02
